Carbon,Hydrogen,Oxygen,Nitrogen,Silicon,density,cluster,source_materials
0.0006595795486335675,0.11063219740574039,0.8708142915930251,0.017893931452600962,0.0,1.0544169089562725,3,"Water, Ice, Soft Tissue, Muscle"
0.533099741853264,0.05752464777995454,0.2891449433397376,0.015086555842325714,0.10514411118471823,1.6035331906728405,0,"PVC, PET, PEEK, PTFE, PVDF, Polycarbonate, PMMA, PDMS, Silicone Rubber, Epoxy, Phenolic Resin, Carbon Fiber Epoxy, Glass Fiber Epoxy, CFRP, GFRP, Bone"
0.6244473122543398,0.056543048181960306,0.21675304651850044,0.07673967810907414,0.025516914936125252,1.274319446802401,2,"Nylon 6, Nylon 6-6, Kevlar, Nomex, Polyimide, TPU"
0.652446197706775,0.05782013822347669,0.1844560104377842,0.10527765363196402,0.0,1.2506779321698447,2,"Nylon 6, Nylon 6-6, Kevlar, Nomex, Polyimide, TPU"
0.667664260939917,0.06451352041823664,0.15985407995269382,0.10796813868915242,0.0,1.3156501072755369,2,"Nylon 6, Nylon 6-6, Kevlar, Nomex, Polyimide, TPU"
0.07090108802653923,0.0,0.4432923527859212,0.0,0.4858065591875396,2.435823372724636,1,"Fiberglass, Silicon, Silicon Carbide, Silica, Glass, Borosilicate Glass, Aluminosilicate Glass"
0.788704305006508,0.09280722406707058,0.06659301396794895,0.03663189542330953,0.015263561535162862,0.9167354603635627,4,"PP, PE, HDPE, LDPE, UHMWPE, PS, Adipose Tissue"
0.723430023149515,0.05452539361653302,0.15352944312272304,0.0,0.06851514011122889,1.4393955768925029,0,"PVC, PET, PEEK, PTFE, PVDF, Polycarbonate, PMMA, PDMS, Silicone Rubber, Epoxy, Phenolic Resin, Carbon Fiber Epoxy, Glass Fiber Epoxy, CFRP, GFRP, Bone"
0.7768536360163657,0.11208876915647938,0.11105759482715488,0.0,0.0,0.9691945852961624,4,"PP, PE, HDPE, LDPE, UHMWPE, PS, Adipose Tissue"
0.6871237318356526,0.0,0.2595801410621306,0.016083522326701332,0.03721260477551555,1.5640477283866068,0,"PVC, PET, PEEK, PTFE, PVDF, Polycarbonate, PMMA, PDMS, Silicone Rubber, Epoxy, Phenolic Resin, Carbon Fiber Epoxy, Glass Fiber Epoxy, CFRP, GFRP, Bone"
0.05135177929358575,0.11269828351763252,0.8359499371887817,0.0,0.0,1.0360351625401953,3,"Water, Ice, Soft Tissue, Muscle"
0.9811259122835766,0.017591287627356813,0.0,0.0012828000890665523,0.0,2.3040022370779885,5,"Carbon Fiber, Graphite, Graphene, Diamond, Carbon Nanotubes"
0.8102605230445307,0.15621644011834146,0.025109781061941547,0.00841325577518637,0.0,0.9678068032258144,4,"PP, PE, HDPE, LDPE, UHMWPE, PS, Adipose Tissue"
0.5870557431553446,0.033083629483527166,0.24228984704026604,0.024422921358025224,0.113147858962837,1.840676293805007,0,"PVC, PET, PEEK, PTFE, PVDF, Polycarbonate, PMMA, PDMS, Silicone Rubber, Epoxy, Phenolic Resin, Carbon Fiber Epoxy, Glass Fiber Epoxy, CFRP, GFRP, Bone"
0.08997395920451826,0.10634182898948594,0.7977010851002045,0.0059831267057912805,0.0,0.9176875405246181,3,"Water, Ice, Soft Tissue, Muscle"
0.8243989613705405,0.1558826709266808,0.0,0.0016112840688632523,0.01810708363391529,0.8981138968762455,4,"PP, PE, HDPE, LDPE, UHMWPE, PS, Adipose Tissue"
0.060085882723653054,0.1347097751972016,0.786770053587567,0.012124591497054561,0.006309696994523975,1.0066555678200722,3,"Water, Ice, Soft Tissue, Muscle"
0.9762325039223047,0.010712642551266317,0.013054853526429088,0.0,0.0,1.9314808877055833,5,"Carbon Fiber, Graphite, Graphene, Diamond, Carbon Nanotubes"
0.6507372607900856,0.0759269371564045,0.18264386299800225,0.09069193905550768,0.0,1.3992120065570064,2,"Nylon 6, Nylon 6-6, Kevlar, Nomex, Polyimide, TPU"
0.9838851708132422,0.01123424416654942,0.004880585020208306,0.0,0.0,1.921646702330515,5,"Carbon Fiber, Graphite, Graphene, Diamond, Carbon Nanotubes"
0.0,0.010371011252260557,0.28661077328353307,0.0,0.7030182154642063,2.556340500219865,1,"Fiberglass, Silicon, Silicon Carbide, Silica, Glass, Borosilicate Glass, Aluminosilicate Glass"
0.6555819713349027,0.05333101678142393,0.1543507808178145,0.12287937785903853,0.013856853206820374,1.2586253693554639,2,"Nylon 6, Nylon 6-6, Kevlar, Nomex, Polyimide, TPU"
0.7802030621176145,0.1476989049066739,0.04079792025715477,0.018631510202653474,0.012668602515903151,1.0056518953339932,4,"PP, PE, HDPE, LDPE, UHMWPE, PS, Adipose Tissue"
0.8370687004494034,0.10044312812056744,0.049067632059510286,0.0,0.013420539370519003,0.9328849000426599,4,"PP, PE, HDPE, LDPE, UHMWPE, PS, Adipose Tissue"
0.008190177079755237,0.12581297910019448,0.8481212473830365,0.017875596437013728,0.0,1.0256498866566097,3,"Water, Ice, Soft Tissue, Muscle"
0.6480140724453393,0.060710595126490886,0.20246049773184263,0.07967443006082106,0.009140404635506248,1.3013171535045036,2,"Nylon 6, Nylon 6-6, Kevlar, Nomex, Polyimide, TPU"
0.5893176998557833,0.041174102701480336,0.19271694708573817,0.16028925341602723,0.016501996940971184,1.2532024068061525,2,"Nylon 6, Nylon 6-6, Kevlar, Nomex, Polyimide, TPU"
0.810960673454117,0.12376446365909306,0.022374717195654276,0.0,0.04290014569113567,0.9200082607167095,4,"PP, PE, HDPE, LDPE, UHMWPE, PS, Adipose Tissue"
0.10221798862846258,0.09618273797064164,0.7528545749313846,0.040683686050346585,0.008061012419164716,1.051320009847578,3,"Water, Ice, Soft Tissue, Muscle"
0.8520203183805669,0.08850488788388032,0.059474793735552776,0.0,0.0,0.9211353579636976,4,"PP, PE, HDPE, LDPE, UHMWPE, PS, Adipose Tissue"
0.5882856354423104,0.059603401385099765,0.20582189887854163,0.1258558519249203,0.02043321236912794,1.4578960950658135,2,"Nylon 6, Nylon 6-6, Kevlar, Nomex, Polyimide, TPU"
0.5880915064814463,0.052415459623663334,0.2704998838058404,0.0,0.08899315008905012,1.5367727845177472,0,"PVC, PET, PEEK, PTFE, PVDF, Polycarbonate, PMMA, PDMS, Silicone Rubber, Epoxy, Phenolic Resin, Carbon Fiber Epoxy, Glass Fiber Epoxy, CFRP, GFRP, Bone"
0.06870605104320965,0.09063967503423519,0.8352043634597646,0.0,0.0054499104627905295,1.0553236568867115,3,"Water, Ice, Soft Tissue, Muscle"
0.05221790377586525,0.10575180080533748,0.8346059559454599,0.0074243394733372065,0.0,0.901992681898274,3,"Water, Ice, Soft Tissue, Muscle"
0.7939714509178326,0.14006685501119906,0.06407262367059491,0.0018890704003732255,0.0,0.9349470249644621,4,"PP, PE, HDPE, LDPE, UHMWPE, PS, Adipose Tissue"
0.021727172020295237,0.027523279327900878,0.4856851471037673,0.0,0.46506440154803663,2.5056126591214145,1,"Fiberglass, Silicon, Silicon Carbide, Silica, Glass, Borosilicate Glass, Aluminosilicate Glass"
0.952816598945318,0.0,0.0379262768698993,0.009257124184782776,0.0,2.4297032126881843,5,"Carbon Fiber, Graphite, Graphene, Diamond, Carbon Nanotubes"
